"","V1"
"上次聽到跟我同",1
"上歧路已經是奇",1
"上沒生就不打算",1
"上洋溢的幸福我",1
"上流社會說實話",1
"上游不然就要花",1
"上演全武行婚姻",1
"上為了力拼生男",1
"上熱烈討論是否",1
"上班12小時回",1
"上班主管機車壓",1
"上班以後累積專",1
"上班最好2個月",1
"上班只要5分鐘",1
"上班可說是同儕",1
"上班對我來說跟",1
"上班族就算年收",1
"上班族怎會想生",1
"上班族為何還願",1
"上班無法好好的",1
"上班理財規劃也",1
"上班的厭惡感大",1
"上班累是怎麼回",1
"上班而已生完小",1
"上班表妹全職帶",1
"上班覺得從家裡",1
"上班那就幫我們",1
"上現代人都得預",1
"上甚至親朋好友",1
"上生孩子這條路",1
"上男生的褲子總",1
"上留下些什麼3",1
"上留了很多爛攤",1
"上的不舒服或是",1
"上的任何責任孩",1
"上的公仔被亂拿",1
"上的參考一下沒",1
"上的大家覺得呢",1
"上的女孩悶在沒",1
"上的字我就知道",1
"上的少賀爾蒙不",1
"上的年紀算晚生",1
"上的意思不過因",1
"上的把錢花在無",1
"上的改變現在雖",1
"上的滿足好還要",1
"上的皺紋是要抹",1
"上的矛盾才造成",1
"上的粉紅泡泡一",1
"上的菸我躺在石",1
"上的說法是不能",1
"上的贏家最後幾",1
"上的除外生小孩",1
"上的養小孩要花",1
"上皮帶同學都認",1
"上看到另種狀況",1
"上看到小孩也完",1
"上看到有網友說",1
"上看到的一篇文",1
"上短命十年也不",1
"上短時間這樣照",1
"上穿第一女中制",1
"上節育來的環保",1
"上絕對是需要犧",1
"上網po說甚麼",1
"上網屁一堆無病",1
"上網看她的衣服",1
"上聽著捷運經過",1
"上自己的計畫生",1
"上花大把時間很",1
"上街洋溢著滿滿",1
"上討論要不要生",1
"上說不生小孩是",1
"上課根本為了賺",1
"上買車有什麼用",1
"上賺一兩萬上班",1
"上身邊也發現很",1
"上述報導一樣呢",1
"上這樣施力才均",1
"上連勝文出生時",1
"上進不努力嗎如",1
"上進心不足多數",1
"上進心嗎沒有的",1
"上道那我可以退",1
"上都不錯這樣不",1
"上都很獨立自主",1
"上都戴智慧型手",1
"上都是煩惱煩惱",1
"上都是看到不生",1
"上都沒在台灣過",1
"上都相當充裕今",1
"上都睡不好但我",1
"上都還沒考量到",1
"上長痘會一直發",1
"上限如果幾歲以",1
"上電視說自己要",1
"上面備註著我難",1
"上面慢慢地陪他",1
"上面我老公喜歡",1
"上面煮飯下面煮",1
"上體力好的會自",1
"下1950萬的",1
"下750萬這筆",1
"下一代不需要來",1
"下一代受苦像之",1
"下一代在最需要",1
"下一代更好如今",1
"下一代的打算各",1
"下一代讓他們像",1
"下一代都是在國",1
"下一個人生步驟",1
"下一個小孩需要",1
"下一個里程心中",1
"下一句我不生小",1
"下一堆存款到老",1
"下一層一樣多娶",1
"下一秒馬上又因",1
"下一階段囉你怎",1
"下一餐不要唱高",1
"下些什麼30好",1
"下他就是會鬆你",1
"下但是我姑姑希",1
"下你會陰道鬆弛",1
"下你認為年收需",1
"下來三更半夜發",1
"下來不好意思依",1
"下來之前不是有",1
"下來之後我跟我",1
"下來之後養不起",1
"下來也只是讓他",1
"下來但是父母可",1
"下來再說生下來",1
"下來出國看世界",1
"下來只是身邊的",1
"下來叫我起床然",1
"下來可以聽到一",1
"下來和自己存的",1
"下來嗎脂肪是很",1
"下來就受罪有沒",1
"下來就是很可憐",1
"下來就會有辦法",1
"下來就確定以後",1
"下來很可惜想生",1
"下來擔心自己將",1
"下來有遺傳疾病",1
"下來根本都要去",1
"下來生小孩到了",1
"下來生小孩的話",1
"下來的人都討厭",1
"下來的房子把他",1
"下來自己擦就算",1
"下來自己養如果",1
"下來自然你就會",1
"下來自然就會有",1
"下來這點我必須",1
"下來那更慘脂肪",1
"下來雖然賺的跟",1
"下來養也是很好",1
"下個月過年完全",1
"下兒子Adam",1
"下全國性比賽的",1
"下前10的富裕",1
"下加班一下開會",1
"下去一次就這樣",1
"下去不然你就等",1
"下去不過想給原",1
"下去之後都會想",1
"下去吼一樣啦都",1
"下去因為沒有這",1
"下去如果一直找",1
"下去想讓sol",1
"下去感覺就是在",1
"下去的時候絕不",1
"下去而且蹂躪的",1
"下又要上廁所但",1
"下史上新低不過",1
"下嗎以前公司有",1
"下大家想要幾歲",1
"下如果自己覺得",1
"下妳對推文的回",1
"下子就能大大升",1
"下孟婆湯導致轉",1
"下定決心非被旁",1
"下宣誓承諾接吻",1
"下家裡的小孩都",1
"下小孩啊花了時",1
"下小孩的那些災",1
"下小孩這個人就",1
"下小孩還沒開始",1
"下就是優點小孩",1
"下就是見招拆招",1
"下就覺得我有在",1
"下就過了我是非",1
"下很多開銷而且",1
"下後生晚輩一直",1
"下心想生不生小",1
"下怎麼知道對方",1
"下感動的眼淚這",1
"下我個人遇到的",1
"下我們的寶寶的",1
"下我只是因為自",1
"下我和我弟問說",1
"下我已經悲觀到",1
"下我甚至怪父母",1
"下我能想到的優",1
"下我都是他們害",1
"下房給孩子如果",1
"下才是預備基金",1
"下才過的有點品",1
"下會開始想可能",1
"下有可能為了生",1
"下次去日本要再",1
"下次可以帶對方",1
"下氣要強硬的時",1
"下海他還說是福",1
"下特質來成為更",1
"下班可以說是沒",1
"下班回家逗貓煮",1
"下班就是要休息",1
"下班就是要快點",1
"下班後回家都可",1
"下班後才是卯足",1
"下班後都沒新案",1
"下班或是因為有",1
"下班時間都算正",1
"下班等等也有結",1
"下班還能回去照",1
"下生了小孩他們",1
"下甲甲上不禁默",1
"下的人生另外你",1
"下的幫他買了一",1
"下的錢穩健投資",1
"下看法嗎如果遇",1
"下租屋族適合生",1
"下結論也是極品",1
"下網友說對不起",1
"下而已要讓小孩",1
"下腳步俯下身去",1
"下自身的經驗我",1
"下要吃吉拿棒一",1
"下要吃薯塊一下",1
"下要自己思考答",1
"下財產養的好嗎",1
"下跟我一樣的孩",1
"下身去正要撿起",1
"下身邊老年人的",1
"下辛苦過希望讓",1
"下都不考慮房子",1
"下開會的最後沒",1
"下降了不甘願就",1
"下降以前我一年",1
"下降佛家所云之",1
"下降品質了你甘",1
"下降被大陸統一",1
"下降阿為了我的",1
"下階層的女性會",1
"下面是臺大學生",1
"下面有兩個弟弟",1
"下面煮湯了阿莫",1
"下魔法小常識魔",1
"不一定喜歡妳喜",1
"不一定如果不能",1
"不一定整天生活",1
"不一定會照顧笑",1
"不一定有可能隨",1
"不一定比阿宅有",1
"不一定的呢總而",1
"不一定能達到但",1
"不一定要多有錢",1
"不一定要有內建",1
"不一定覺得好妳",1
"不一樣上次去他",1
"不一樣最近小孩",1
"不一樣我個人覺",1
"不一樣我完全不",1
"不一樣的人生樣",1
"不一樣除了錢錢",1
"不一樣雖然我們",1
"不上不下的人生",1
"不上單身爽爽過",1
"不上時代反而重",1
"不上節育來的環",1
"不上連勝文出生",1
"不上進不努力嗎",1
"不上道那我可以",1
"不下的人生另外",1
"不久後也會回台",1
"不乾淨我也得幫",1
"不了台GG只能",1
"不了台大醫科電",1
"不了有人卻因為",1
"不了的看到身邊",1
"不予置評只是在",1
"不交了呢哼哼為",1
"不交女朋友趕快",1
"不仇孩都不是必",1
"不代表就不照顧",1
"不但因此大量增",1
"不但療癒還不用",1
"不但能毫無毫無",1
"不住哭了出來這",1
"不住搞得外出用",1
"不住阿他在討愛",1
"不使用到任何公",1
"不倒下要自己思",1
"不倫熱潮之後的",1
"不值得託付自己",1
"不值錢想到父母",1
"不做她得產後憂",1
"不做家事有什麼",1
"不停為了小孩調",1
"不偷懶的烏龜被",1
"不像你一樣可以",1
"不像你想得那麼",1
"不像同學天生就",1
"不入流我大姐二",1
"不公不義的事情",1
"不公平啊不想為",1
"不公平的不想回",1
"不公平的小學的",1
"不再嚮往尤其當",1
"不再是夢想即使",1
"不再是自己的就",1
"不再繼續算下去",1
"不出1個月奶就",1
"不出來三餐有一",1
"不出來只能說也",1
"不出來就是生了",1
"不出來老娘又沒",1
"不出小孩但我真",1
"不列入計畫生小",1
"不利於女生的事",1
"不到15萬年薪",1
"不到200的不",1
"不到三十歲的年",1
"不到三萬像我朋",1
"不到伴就上網p",1
"不到對我而言，",1
"不到對的人想要",1
"不到對象的女孩",1
"不到心目中的女",1
"不到生小孩來虐",1
"不到男生畢竟有",1
"不到的事情才有",1
"不到的因為他單",1
"不到的女兒去美",1
"不到的身後點了",1
"不到缺的一塊差",1
"不到觀念一致的",1
"不到這個標準的",1
"不到這兩件事的",1
"不努力嗎如題就",1
"不動搖當然不是",1
"不動還讓自己氣",1
"不協調脾氣會不",1
"不去工作有錢上",1
"不去心想既然目",1
"不及洗散發出昨",1
"不受控一定要顧",1
"不受控又花錢的",1
"不受控的生物一",1
"不只如此連對臺",1
"不只是中下階層",1
"不只虐我連他也",1
"不只要拯救你自",1
"不叫養小孩叫養",1
"不可以接受就是",1
"不可免的一定歹",1
"不可動搖的價值",1
"不可思議我不知",1
"不可置信時光過",1
"不可能可以考慮",1
"不可能小孩又是",1
"不可能戀人未滿",1
"不可能爽爽過有",1
"不可能生小孩因",1
"不可能輕易踏上",1
"不吃就沒東西吃",1
"不吃還求著他吃",1
"不合事宜的產業",1
"不合就是一直吵",1
"不合理的行為因",1
"不同他們的小孩",1
"不同我認識一位",1
"不同所以才漸行",1
"不同現代年輕人",1
"不同生活圈不同",1
"不同當然小孩長",1
"不同的人生觀念",1
"不同的挑戰跟快",1
"不同的答案生活",1
"不同的細節美麗",1
"不同的選擇就有",1
"不同重感情這些",1
"不吭聲想說他們",1
"不和馬的阿哩阿",1
"不喜歡其他小孩",1
"不喜歡小孩仇不",1
"不喜歡小孩但也",1
"不喜歡小孩後來",1
"不喜歡小孩怕痛",1
"不喜歡小孩的人",1
"不喜歡小孩的你",1
"不喜歡小孩而結",1
"不喜歡整個慘在",1
"不喜歡登山裝備",1
"不喜歡碰到生小",1
"不喜歡自己一個",1
"不喜歡被別人牽",1
"不回去抱怨連連",1
"不在乎前幾天同",1
"不執行而不想生",1
"不增加未來年輕",1
"不外乎1每天被",1
"不外乎是物質上",1
"不外乎會兄弟姊",1
"不多不想結婚的",1
"不多了就一起去",1
"不多五萬左右總",1
"不多但是我失去",1
"不多取決於你們",1
"不多吧只是我是",1
"不多因為她們有",1
"不多大概150",1
"不多如題剛跟交",1
"不多婚友社就有",1
"不多我只知道小",1
"不多生一點啊啊",1
"不多生點結婚可",1
"不多聽得懂人話",1
"不夠來擋女的在",1
"不夠其實有個愛",1
"不夠友善未來孩",1
"不夠多我認識當",1
"不夠好也覺得別",1
"不夠好讓你不夠",1
"不夠想做啊床上",1
"不夠才會無法理",1
"不夠更不用說有",1
"不夠用了如果是",1
"不夠用啊鄰居老",1
"不夠用她想把時",1
"不夠的情況下他",1
"不夠符合培養他",1
"不夠給他溫暖快",1
"不夠那我就是應",1
"不大想出生在台",1
"不大的小孩本來",1
"不太多主要是雙",1
"不太夠用常常假",1
"不太想做她生意",1
"不太會教小孩的",1
"不太清楚詳細作",1
"不太老可以繼續",1
"不太起沒辦法給",1
"不好但我每每看",1
"不好做就是了直",1
"不好最近母豬開",1
"不好啊對對方的",1
"不好嗎上次聽到",1
"不好導致小孩走",1
"不好年輕人一經",1
"不好意思依然討",1
"不好意思小孩在",1
"不好意思舉手說",1
"不好生出一堆匪",1
"不好的你會開始",1
"不好的就大部份",1
"不好看好啦剛好",1
"不好笑我今天躊",1
"不好經濟壓力家",1
"不好說不定五十",1
"不如不要生對他",1
"不如乾脆在奈何",1
"不如其他同學高",1
"不如把這些轉化",1
"不如拿去投資比",1
"不如死了以後年",1
"不如生個貢丸的",1
"不如養寵物吧貓",1
"不妥協solo",1
"不妨聽看看怎麼",1
"不婚不生所以同",1
"不婚不生爸媽那",1
"不婚不生的文幾",1
"不婚不生真的這",1
"不婚不生真要婚",1
"不婚不育是果所",1
"不婚可以接受自",1
"不婚她說當初適",1
"不婚時代讓不結",1
"不婚的女人也會",1
"不嫌棄我的時候",1
"不孕最好那是老",1
"不孕的部分的話",1
"不孕證明否則現",1
"不存在世間但她",1
"不存在只能說明",1
"不孝的話那叫自",1
"不安理不得看到",1
"不安穩之上即使",1
"不完2看人臉色",1
"不完全準確但確",1
"不完啦真要比我",1
"不完想看goo",1
"不完整老了會孤",1
"不完是隔幾年就",1
"不完留給小孩花",1
"不完還有百億可",1
"不定五十幾歲就",1
"不定房子都買了",1
"不定時炸彈沒事",1
"不定生活品質更",1
"不定讓他們補一",1
"不定還找的到笑",1
"不家暴將來小孩",1
"不容於世間的奇",1
"不容易又過了一",1
"不容易薪水不夠",1
"不容易覺得不那",1
"不富裕很窮因為",1
"不實際如果真的",1
"不對的我覺得政",1
"不小心在調製的",1
"不小心懷孕不得",1
"不小心懷孕生下",1
"不小心有的１０",1
"不小心真的還可",1
"不小突然冒出火",1
"不少人後悔但是",1
"不少但這樣的女",1
"不少受虐兒案例",1
"不少吧那存的那",1
"不少留言跳出來",1
"不少看過篇統計",1
"不少結婚後為了",1
"不少錢，我媽未",1
"不就是為了找個",1
"不就滅亡了個中",1
"不就錢跟精子然",1
"不差想跟她們結",1
"不希望他痛苦才",1
"不希望原因是養",1
"不希望成為高齡",1
"不希望是因為生",1
"不帥不美資質普",1
"不幫你抽內心真",1
"不幫你買豪車甚",1
"不平等在職場的",1
"不幸我真的生的",1
"不幸的以你這種",1
"不幸福，才希望",1
"不幸福很多女生",1
"不建議生生出來",1
"不建議生風險太",1
"不強迫在一起前",1
"不影響真的該問",1
"不後悔有小孩這",1
"不後悔真的是有",1
"不得不生的XD",1
"不得到狂哭看到",1
"不得看到這類文",1
"不必在乎伴侶要",1
"不必焦慮近期日",1
"不快樂了還要讓",1
"不快樂有很大一",1
"不快樂的時間比",1
"不快樂這種行為",1
"不念書開始顧著",1
"不怕照顧小孩但",1
"不急著下結論也",1
"不恰當林可彤寫",1
"不恰當睡前的發",1
"不想上床也有可",1
"不想上班而已生",1
"不想來幹嘛逼她",1
"不想侷限他全世",1
"不想回去每天為",1
"不想回老家了就",1
"不想太早生她3",1
"不想害另外一條",1
"不想就不會想吧",1
"不想忍受的事你",1
"不想怎麼補貼都",1
"不想拖累別人我",1
"不想捐錢因為這",1
"不想有些人或許",1
"不想減肥阿你會",1
"不想為了小孩改",1
"不想為了狗血的",1
"不想照顧吧現在",1
"不想照顧才會覺",1
"不想照顧老了的",1
"不想照顧自己吧",1
"不想現在就被小",1
"不想生不想生的",1
"不想生了怎麼可",1
"不想生如果自己",1
"不想生孩子不想",1
"不想生孩子吧從",1
"不想生孩子大多",1
"不想生孩子搞得",1
"不想生孩子比較",1
"不想生小孩也會",1
"不想生小孩出來",1
"不想生小孩各位",1
"不想生小孩嗎她",1
"不想生小孩大家",1
"不想生小孩尤其",1
"不想生小孩從小",1
"不想生小孩我超",1
"不想生小孩有些",1
"不想生小孩特別",1
"不想生小孩的動",1
"不想生小孩的另",1
"不想生小孩的女",1
"不想生小孩那派",1
"不想生就算了反",1
"不想生後來結婚",1
"不想生男友是說",1
"不想生的原因很",1
"不想生的哪有的",1
"不想生的女孩婚",1
"不想生的想法呢",1
"不想生的會不會",1
"不想生的男生也",1
"不想生的直到去",1
"不想生的談一輩",1
"不想生而找不到",1
"不想生而是會壓",1
"不想生要嫁給無",1
"不想畫在紙上不",1
"不想當乾媽因為",1
"不想結婚不知道",1
"不想結婚也就是",1
"不想結婚也有人",1
"不想結婚但是想",1
"不想結婚就也別",1
"不想結婚年輕人",1
"不想結婚為了結",1
"不想結婚生子就",1
"不想結婚的so",1
"不想繼續話題就",1
"不想罵小孩我不",1
"不想虧待小孩至",1
"不想被小孩煩犧",1
"不想被綁住汗我",1
"不想要但我可能",1
"不想要小孩我也",1
"不想要小孩的對",1
"不想要擔起這個",1
"不想要賭照顧孩",1
"不想要這樣養啊",1
"不想說要生的大",1
"不想讓他出生在",1
"不想讓他跟我一",1
"不想讓別人進去",1
"不想走的時候我",1
"不想跟別人一起",1
"不愁吃穿他想學",1
"不愉快了會想生",1
"不愛乾淨在一起",1
"不愛他雖然作為",1
"不愛唸書交壞朋",1
"不愛小孩但他選",1
"不愛小孩你們呢",1
"不愛靠背的婆婆",1
"不愧是我生的這",1
"不慚愧嗎你們何",1
"不懂我們的辛苦",1
"不懂的人在噓是",1
"不懂階級複製的",1
"不應該生下我甚",1
"不成家所得稅是",1
"不成材進不了台",1
"不成熟不過你已",1
"不打槍你呢後續",1
"不打算生小孩以",1
"不打算生小孩媽",1
"不把優良基因留",1
"不捨有小孩真的",1
"不捨然而慌亂中",1
"不掉的音樂已經",1
"不支持我結婚生",1
"不放過任何喊窮",1
"不敢出國要時間",1
"不敢想太恐怖了",1
"不敢換Orz這",1
"不敢活著一樣莫",1
"不敢生了他們竟",1
"不敢生因為按照",1
"不敢生小孩很多",1
"不敢生怕現在真",1
"不敢生成國安問",1
"不敢生或者不認",1
"不敢生父母身心",1
"不敢生說他是獨",1
"不敢結婚生小孩",1
"不敢說但現在覺",1
"不敢買如果小孩",1
"不敢進產房每每",1
"不敢靠近這也是",1
"不斷催生但是我",1
"不斷在增加或許",1
"不斷增加為什麼",1
"不斷學習如何當",1
"不斷為父母創造",1
"不斷的刷新你的",1
"不斷重複感染都",1
"不易胖f桃花運",1
"不是一件很自私",1
"不是一位教授認",1
"不是一個人都要",1
"不是一樣嗎也是",1
"不是一無所有交",1
"不是一般普通受",1
"不是上個床生下",1
"不是不想生孩子",1
"不是不生小孩造",1
"不是不行最後結",1
"不是也是在衝康",1
"不是了雖然照顧",1
"不是事業心強的",1
"不是人生贏家不",1
"不是什麼小模等",1
"不是你我是認為",1
"不是你生也不是",1
"不是你養不是每",1
"不是做一個月的",1
"不是像現在女的",1
"不是兩個大同電",1
"不是最好的生育",1
"不是最重要她希",1
"不是動物剛好從",1
"不是原本要買的",1
"不是古怪孤僻老",1
"不是吃喝玩樂這",1
"不是同學在無法",1
"不是向亞洲國家",1
"不是問題加班可",1
"不是問題啊快煩",1
"不是單身對我影",1
"不是嗎不用懷疑",1
"不是嗎如果你願",1
"不是嗎幹當然不",1
"不是嗎湯瑪斯傑",1
"不是在天堂就是",1
"不是太挑啊或是",1
"不是她最想要的",1
"不是她生的所以",1
"不是好隊友而沒",1
"不是富2代為何",1
"不是對方有另一",1
"不是小孩，而且",1
"不是小孩的責任",1
"不是就只能租屋",1
"不是就決定單身",1
"不是很不上道那",1
"不是很好再加上",1
"不是很自私嗎就",1
"不是必要條件啦",1
"不是應該就不會",1
"不是成年後就是",1
"不是我年紀還不",1
"不是我的人生這",1
"不是我追求的生",1
"不是時候也對家",1
"不是更好齋主認",1
"不是更重要不然",1
"不是會害了他我",1
"不是有夠靠腰的",1
"不是有新聞女生",1
"不是標準老年人",1
"不是死去了認同",1
"不是每個人都有",1
"不是沒想過但是",1
"不是沒看到不過",1
"不是沒錢不想生",1
"不是災難甚麼才",1
"不是為了拯救少",1
"不是為了生而活",1
"不是父母雙方至",1
"不是生不出來就",1
"不是用有沒有結",1
"不是男的可以等",1
"不是皇室家族成",1
"不是相同人家說",1
"不是窮人或富人",1
"不是結婚生子都",1
"不是羨慕別人擁",1
"不是老一輩甚至",1
"不是自己想要的",1
"不是自己選的又",1
"不是藝人，沒有",1
"不是要去上廁所",1
"不是要增加脂肪",1
"不是討厭小孩甚",1
"不是說你很愛做",1
"不是說女人現實",1
"不是責任而是義",1
"不是買的東西越",1
"不是運動褲是小",1
"不是過30後再",1
"不是過生活所以",1
"不是金字塔頂端",1
"不是錢把有錢人",1
"不是阿父母那代",1
"不是需要抽起來",1
"不是靠天分跟努",1
"不是靠直銷詐騙",1
"不是首選真的奉",1
"不時上網看她的",1
"不景氣女孩們會",1
"不暇了如題現代",1
"不曉得是否有女",1
"不曉得這樣以後",1
"不會一定點沒有",1
"不會三分鐘熱度",1
"不會人的一個缺",1
"不會任何忍術的",1
"不會像一般寵愛",1
"不會再問了嗎大",1
"不會再相見了E",1
"不會出錯的反正",1
"不會到亂的地步",1
"不會到沒有就被",1
"不會啊我跟我的",1
"不會因此去埋怨",1
"不會因結婚辭掉",1
"不會在自然界妳",1
"不會基因的多樣",1
"不會增加傷害根",1
"不會太偏激但是",1
"不會好陰道鬆弛",1
"不會崩潰只因為",1
"不會差別待遇但",1
"不會常常覺得小",1
"不會影響生活品",1
"不會後悔生了她",1
"不會忍樹跟幻術",1
"不會怎樣大多數",1
"不會怎樣小孩生",1
"不會怨我是不是",1
"不會想吧ˇˇ大",1
"不會想生小孩真",1
"不會想生然後家",1
"不會想當結婚傳",1
"不會想讓位給一",1
"不會感到滿足不",1
"不會懷念以前沒",1
"不會我姐生完小",1
"不會我看到熟人",1
"不會所以你覺得",1
"不會抱著養兒防",1
"不會指責你不生",1
"不會擔心生下來",1
"不會擔心遺傳的",1
"不會改變。想罵",1
"不會教乾脆不要",1
"不會教造成一堆",1
"不會明白的那跟",1
"不會是最耀眼的",1
"不會有大改變了",1
"不會有好結果先",1
"不會有經濟煩惱",1
"不會有零食出現",1
"不會欸很不喜歡",1
"不會比較好你說",1
"不會減少男生因",1
"不會照顧小孩的",1
"不會爆在下一代",1
"不會生了覺得生",1
"不會生小孩嗨午",1
"不會生小孩的神",1
"不會生氣全身破",1
"不會留下房給孩",1
"不會繼續交往下",1
"不會耶政府根本",1
"不會自卑必要的",1
"不會自己去賺怪",1
"不會被人比較但",1
"不會被他傳染我",1
"不會被逼著買房",1
"不會褲頭也拉這",1
"不會覺得很不爽",1
"不會覺得沒有小",1
"不會覺得睡不飽",1
"不會讀個鳥學店",1
"不會變像我從國",1
"不會變多2只要",1
"不會讓你生下來",1
"不會讓我們果然",1
"不會貪生怕死才",1
"不會賠償妳特別",1
"不會越來越多最",1
"不會這樣了但開",1
"不會這樣講結果",1
"不會這麼覺得你",1
"不會養很多養的",1
"不服務你這麼簡",1
"不棄養不家暴將",1
"不止這些而且遇",1
"不注意的時候做",1
"不深早早抽離生",1
"不為什麼只是想",1
"不然人類豈不就",1
"不然你到底要怎",1
"不然你就等著看",1
"不然你想怎樣因",1
"不然你繳所得稅",1
"不然在台灣有三",1
"不然在家中就只",1
"不然大家就會叫",1
"不然大家會co",1
"不然就是有錢的",1
"不然就會養出孫",1
"不然就要花一堆",1
"不然就要跟我一",1
"不然怎麼辦膠原",1
"不然會人生失去",1
"不然會像美國一",1
"不然每照一次鏡",1
"不然沒有玩具玩",1
"不然物質不缺但",1
"不然真的喜歡小",1
"不然自己去洗乾",1
"不然至少要四大",1
"不然電子鍋也好",1
"不然順其自然就",1
"不照顧自己的父",1
"不熟的他唯一比",1
"不熱登高望遠心",1
"不爽的啦媽媽是",1
"不爽這類擺明這",1
"不甘願就要想辦",1
"不生不增加未來",1
"不生也可以只是",1
"不生但彼此爸媽",1
"不生但我一定可",1
"不生卻被說自私",1
"不生只顧自己人",1
"不生嗎常看到版",1
"不生好我覺得真",1
"不生子只想養隻",1
"不生孩子呢來發",1
"不生孩子而是不",1
"不生小孩不要問",1
"不生小孩乾你P",1
"不生小孩了這個",1
"不生小孩即使男",1
"不生小孩可以拿",1
"不生小孩可以省",1
"不生小孩和家裡",1
"不生小孩大家都",1
"不生小孩女生就",1
"不生小孩很沒有",1
"不生小孩是每個",1
"不生小孩有夠沒",1
"不生小孩根本也",1
"不生小孩每年特",1
"不生小孩派自從",1
"不生小孩的共識",1
"不生小孩的嗎原",1
"不生小孩的多的",1
"不生小孩的男方",1
"不生小孩的話一",1
"不生小孩的話他",1
"不生小孩的話感",1
"不生小孩的話結",1
"不生小孩真的少",1
"不生小孩而你也",1
"不生小孩而單身",1
"不生小孩而找不",1
"不生小孩造成的",1
"不生小孩那老到",1
"不生所以同學朋",1
"不生是因為覺得",1
"不生會太晚沒體",1
"不生派覺得現代",1
"不生爸媽那一代",1
"不生的XD其他",1
"不生的人要多繳",1
"不生的夫妻都誇",1
"不生的女版朋友",1
"不生的文幾乎是",1
"不生的狀態就是",1
"不生的理由居多",1
"不生的話我也樂",1
"不生真的這麼嚴",1
"不生真要婚也希",1
"不生都很多理由",1
"不生難道還有人",1
"不用2w就有高",1
"不用上班主管機",1
"不用上班那就幫",1
"不用做只因他是",1
"不用先有經濟基",1
"不用去學校看了",1
"不用吧人生一定",1
"不用問別人不想",1
"不用在乎伴侶想",1
"不用怕出車禍斷",1
"不用急於一時除",1
"不用懷疑還不是",1
"不用擔心他的未",1
"不用特地去高空",1
"不用留給後代每",1
"不用考慮工作和",1
"不用考慮是否要",1
"不用考慮晚婚的",1
"不用說壓力也很",1
"不用說有小孩的",1
"不用說非奢侈的",1
"不用負責太多事",1
"不用買太大的房",1
"不用跟老公家討",1
"不用這麼悲觀我",1
"不用那麼花錢當",1
"不當兵消費力也",1
"不當就會造成兩",1
"不發脾氣暗示鼓",1
"不知不覺五年過",1
"不知道你喜不喜",1
"不知道你是想找",1
"不知道到底是被",1
"不知道原本不喜",1
"不知道台灣的女",1
"不知道在有優越",1
"不知道大家怎麼",1
"不知道大家有沒",1
"不知道女孩們對",1
"不知道她後續是",1
"不知道怎麼樣雖",1
"不知道投胎去哪",1
"不知道是好是壞",1
"不知道會不會爆",1
"不知道有多少人",1
"不知道有沒有女",1
"不知道板上有這",1
"不知道棄養是可",1
"不知道為什麼每",1
"不知道為啥改成",1
"不知道能怎麼說",1
"不知道要寫誰只",1
"不知道該Po在",1
"不知道該怎麼╮",1
"不知道該怎麼結",1
"不知道這樣會不",1
"不知道這算不算",1
"不知道過幾年後",1
"不知道那些敢生",1
"不確定(我猜大",1
"不確定性將來父",1
"不禁默默流下感",1
"不等於一切我的",1
"不算什麼一天上",1
"不算什麼有人會",1
"不算是個可行的",1
"不算是給社會不",1
"不算親密，但自",1
"不管他最後就是",1
"不管你有幾個好",1
"不管剖腹或是自",1
"不管我老公怎樣",1
"不管是前期看顧",1
"不管是小孩綁死",1
"不管是我爸媽手",1
"不管有錢人或窮",1
"不管的話那就真",1
"不管自然產或頗",1
"不結婚不生子只",1
"不結婚也不生小",1
"不結婚也無所謂",1
"不結婚了誰要嫁",1
"不結婚呢原因很",1
"不結婚呢沒結婚",1
"不結婚呢那是因",1
"不結婚女人不結",1
"不結婚很多年輕",1
"不結婚每天下班",1
"不結婚沒小孩就",1
"不結婚理由與老",1
"不結婚生子一生",1
"不結婚的人不必",1
"不結婚的人不斷",1
"不結婚的人互相",1
"不結婚的人生同",1
"不結婚的女人的",1
"不結婚的女人越",1
"不結婚的理由前",1
"不結婚的理由和",1
"不結婚若有良緣",1
"不結婚還比較容",1
"不結婚都沒差爸",1
"不給他買是要那",1
"不給他這必須給",1
"不給妳好不好笑",1
"不給家用還是可",1
"不給脫尿布因為",1
"不經大腦的就要",1
"不繳稅消防局不",1
"不缺但身心缺陷",1
"不缺女伴目前也",1
"不缺錢人的毒雞",1
"不美滿從國中就",1
"不美資質普通小",1
"不美麗過年姊姊",1
"不羨慕為什麼捧",1
"不義的事情衝第",1
"不習慣這時心態",1
"不考慮地拒絕的",1
"不考慮房子必須",1
"不考慮生小孩了",1
"不考慮經濟大家",1
"不考量於台北或",1
"不聯絡生活圈只",1
"不聽話再大一點",1
"不肖子啊付出可",1
"不肖我也很懷疑",1
"不肯我只覺得草",1
"不肯結婚幸好母",1
"不育是果所以搞",1
"不能保證自己可",1
"不能做試管嬰兒",1
"不能出國唸書是",1
"不能出國為何念",1
"不能去英國念寄",1
"不能單身單身就",1
"不能回家沒值班",1
"不能寵小妹有潔",1
"不能忍受會發出",1
"不能忍沒有冷氣",1
"不能打了廢文到",1
"不能把媽媽圈的",1
"不能把小孩塞回",1
"不能接受低成本",1
"不能為這個社會",1
"不能生下來但是",1
"不能算她們的啦",1
"不能襯托出快樂",1
"不能說多采多姿",1
"不能說明認真帶",1
"不能貓你只是忍",1
"不能防老是哪招",1
"不能防老生育率",1
